run_id	p	r	f1	err-p-left	err-r-left	err-f1-left	err-p-right	err-r-right	err-f1-right
entity:1	0.925599014543	0.0067752074254	0.0134497845749	0.0200704814001	0.00155566191338	0.00306900801749	0.019875912616	0.00185761912967	0.00365791041804
entity:2	0.853467322685	0.00546454433255	0.0108582994781	0.0277464217946	0.00116189470344	0.00229673096064	0.0271271924352	0.00130762005351	0.00258007619589
entity:3	0.731500753006	0.00927823241271	0.0183204292658	0.0158475064966	0.00192308887878	0.00375709051148	0.0172704476645	0.00195041142863	0.00379647495438
relation:1	0.739104046731	0.0664293449625	0.121770023825	0.0142933222471	0.0129151528043	0.0219055430191	0.0148056110489	0.0134597521788	0.0224830650188
relation:2	0.523154185611	0.0217530694315	0.0417446121166	0.0158075127763	0.00438266087031	0.00814532394003	0.0159497199361	0.00444748470851	0.00815826709233
relation:3	0.597053705814	0.0729548621908	0.129846505002	0.0153097811367	0.0138023227937	0.0223835375471	0.0156718024025	0.0141852167918	0.0221495730174
