system	micro-p	micro-r	micro-f1	macro-p	macro-r	macro-f1	micro-p-loo	micro-r-loo	micro-f1-loo	macro-p-loo	macro-r-loo	macro-f1-loo	micro-p-lto	micro-r-lto	micro-f1-lto	macro-p-lto	macro-r-lto	macro-f1-lto	micro-nd-p	micro-nd-r	micro-nd-f1	macro-nd-p	macro-nd-r	macro-nd-f1	micro-nd-p-loo	micro-nd-r-loo	micro-nd-f1-loo	macro-nd-p-loo	macro-nd-r-loo	macro-nd-f1-loo	micro-nd-p-lto	micro-nd-r-lto	micro-nd-f1-lto	macro-nd-p-lto	macro-nd-r-lto	macro-nd-f1-lto
SF_BUPT_PRIS5	0.1553398058252427	0.10762331838565023	0.1271523178807947	0.11294126483400936	0.1543025244576771	0.11445179060335459	0.15372168284789645	0.10650224215246637	0.12582781456953643	0.11215262130088624	0.151147950325185	0.1131899609503577	0.0016181229773462784	0.0011494252873563218	0.0013440860215053765	0.0006309148264984225	0.003154574132492111	0.0010515247108307051	0.17218543046357615	0.11659192825112108	0.13903743315508021	0.1265059336037254	0.16981251394243	0.12771927430329807	0.17218543046357615	0.11659192825112108	0.13903743315508021	0.1265059336037254	0.16981251394243	0.12771927430329807	0.13410596026490065	0.09310344827586207	0.10990502035278155	0.10034550097641581	0.1482025959700389	0.10728985316107235
KB_hltcoe1	0.48423423423423423	0.24103139013452915	0.3218562874251497	0.2625009354690186	0.24575984170449247	0.23561184249207398	0.481981981981982	0.2399103139013453	0.3203592814371258	0.26187002064252035	0.24530918825699374	0.2350860801366587	0.12387387387387387	0.06242905788876277	0.08301886792452831	0.0640571504646472	0.06021827177075188	0.056097570902814704	0.5023474178403756	0.2399103139013453	0.32473444613050073	0.27418719710425044	0.25040626652047604	0.24359755113526343	0.5023474178403756	0.2399103139013453	0.32473444613050073	0.27418719710425044	0.25040626652047604	0.24359755113526343	0.45539906103286387	0.22020431328036322	0.29686304514154555	0.2553761510339727	0.231872931236632	0.22535981794288798
SF_StaRAI20153	0.08630952380952381	0.032511210762331835	0.04723127035830618	0.03864821829849572	0.05717665615141953	0.0378783312048805	0.08630952380952381	0.032511210762331835	0.04723127035830618	0.03864821829849572	0.05717665615141953	0.0378783312048805	0.002976190476190476	0.0011273957158962795	0.0016353229762878167	0.00035050823694356793	0.0031545741324921126	0.0006309148264984224	0.2052980132450331	0.034753363228699555	0.05944391179290509	0.05487843737055093	0.06348580441640378	0.05179289690330699	0.2052980132450331	0.034753363228699555	0.05944391179290509	0.05487843737055093	0.06348580441640378	0.05179289690330699	0.17218543046357615	0.029312288613303268	0.05009633911368015	0.04567759615078229	0.05899053627760247	0.04560324008273535
SF_MSIIPL_THU4	0.057803468208092484	0.011210762331838564	0.018779342723004695	0.01919032597266035	0.015487456812377958	0.015389815232086526	0.005780346820809248	0.0011210762331838565	0.0018779342723004694	0.0010515247108307051	0.0010515247108307051	0.0010515247108307051	0.0	0.0	0.0	0.0	0.0	0.0	0.05917159763313609	0.011210762331838564	0.01885014137606032	0.021030494216614067	0.015487456812377958	0.016065795403334835	0.05325443786982249	0.010089686098654708	0.016965127238454288	0.017875920084121952	0.012332882679885842	0.01291122127084272	0.047337278106508875	0.009009009009009009	0.015137180700094607	0.016298633017875895	0.009178308547393736	0.01080817184918132
SF_MSIIPL_THU5	0.1069182389937107	0.01905829596412556	0.03235014272121788	0.03719768664563615	0.032914089065508634	0.029825747333633783	0.006289308176100629	0.001122334455667789	0.001904761904761905	0.0015772870662460559	0.0010515247108307051	0.0012618296529968453	0.0	0.0	0.0	0.0	0.0	0.0	0.11612903225806452	0.020179372197309416	0.034383954154727794	0.03995793901156678	0.036857306731123765	0.034497521406038734	0.1032258064516129	0.017957351290684626	0.030592734225621417	0.03522607781282856	0.03307181777213326	0.030441640378548896	0.0967741935483871	0.016891891891891893	0.028763183125599237	0.033648790746582516	0.029917243639641152	0.0283385909568875
SF_UGENT_IBCN4	0.27801268498942916	0.2948430493273543	0.28618063112078346	0.332140649053526	0.3318692707423773	0.30134997888268955	0.25792811839323465	0.27539503386004516	0.2663755458515284	0.329333208560061	0.3294576795918152	0.2989169565622306	0.11627906976744186	0.12585812356979406	0.12087912087912087	0.16759148113758815	0.169479635570655	0.15184580901565758	0.28056768558951967	0.2881165919282511	0.2842920353982301	0.3414598633914263	0.33270814084734485	0.30785968365940064	0.2718340611353712	0.2807215332581736	0.27620632279534113	0.3403059533798042	0.33181966741960917	0.3068880715623593	0.25436681222707425	0.265375854214123	0.2597547380156076	0.32019208432230245	0.3183126209018487	0.29133805179588906
SF_UGENT_IBCN2	0.345985401459854	0.265695067264574	0.300570703868104	0.3457668274869004	0.32779561753238634	0.3085896821847199	0.345985401459854	0.265695067264574	0.300570703868104	0.3457668274869004	0.32779561753238634	0.3085896821847199	0.14890510948905109	0.11670480549199085	0.13085311096856958	0.17398181310268304	0.1678868842306177	0.15586048432304445	0.3493975903614458	0.2600896860986547	0.29820051413881743	0.354218292637685	0.32867146709488815	0.3142049906228349	0.3493975903614458	0.2600896860986547	0.29820051413881743	0.354218292637685	0.32867146709488815	0.3142049906228349	0.3253012048192771	0.2460136674259681	0.2801556420233463	0.33332846291089707	0.31539177470094204	0.29852271937311536
KB_NYU5	0.5411392405063291	0.19170403587443946	0.2831125827814569	0.2433115517500377	0.21331270440701458	0.20868385063919645	0.5411392405063291	0.19170403587443946	0.2831125827814569	0.2433115517500377	0.21331270440701458	0.20868385063919645	0.06329113924050633	0.022650056625141562	0.03336113427856547	0.03773596715237095	0.03200390566321166	0.03126403915047453	0.5409836065573771	0.18497757847533633	0.2756892230576441	0.2365817936007212	0.20589569975026217	0.20326729342267644	0.5409836065573771	0.18497757847533633	0.2756892230576441	0.2365817936007212	0.20589569975026217	0.20326729342267644	0.47540983606557374	0.16421291053227632	0.24410774410774405	0.2196334685293676	0.19226261652866522	0.19005259713869596
KB_BBN3	0.44906166219839144	0.3755605381165919	0.409035409035409	0.3743738371686622	0.3690790617253882	0.34002530107863915	0.44235924932975873	0.37037037037037035	0.40317654245571166	0.36990396602499553	0.36465302632700164	0.3358031531092042	0.10455764075067024	0.09252669039145907	0.09817495280050345	0.10807986150929672	0.10984982770471732	0.10324374691395007	0.444743935309973	0.36995515695067266	0.4039167686658507	0.37009437341460993	0.363256379196684	0.33581151394826253	0.4420485175202156	0.3681257014590348	0.4017146356399265	0.3689893813456016	0.36164445366937525	0.33450390482078257	0.37601078167115903	0.32978723404255317	0.35138539042821154	0.33590542494752706	0.336893220763141	0.3083884877477515
KB_hltcoe2	0.4703476482617587	0.257847533632287	0.333091962346126	0.2573789983424988	0.2427134632609844	0.23391885219131034	0.4621676891615542	0.2533632286995516	0.3272990586531499	0.2494925630112682	0.2358546543517026	0.22679477227543232	0.11247443762781185	0.06242905788876277	0.08029197080291971	0.07052386760432623	0.06818153351913912	0.06452826940667199	0.49673202614379086	0.2556053811659193	0.3375277572168764	0.26782474904817544	0.24697329810975033	0.2413646006424188	0.49673202614379086	0.2556053811659193	0.3375277572168764	0.26782474904817544	0.24697329810975033	0.2413646006424188	0.42701525054466233	0.2224744608399546	0.2925373134328358	0.24506048592593657	0.2258686814386188	0.22023180037959936
SF_Stanford4	0.5958904109589042	0.19506726457399104	0.2939189189189189	0.30000625907565975	0.23690461931426693	0.24128313859784692	0.5958904109589042	0.19506726457399104	0.2939189189189189	0.30000625907565975	0.23690461931426693	0.24128313859784692	0.3972602739726027	0.13257142857142856	0.19880034275921163	0.21514320765109396	0.16735911694459082	0.17314418852119057	0.6048951048951049	0.19394618834080718	0.2937181663837012	0.30486455360272385	0.23750916723742718	0.24446509509210618	0.6048951048951049	0.19394618834080718	0.2937181663837012	0.30486455360272385	0.23750916723742718	0.24446509509210618	0.5874125874125874	0.1917808219178082	0.2891566265060241	0.29976966601572286	0.23726586588587406	0.2424813715509831
SF_IITD_20151	0.546875	0.03923766816143498	0.07322175732217573	0.07931500675980173	0.06432838980157587	0.06480396575033805	0.171875	0.01233183856502242	0.02301255230125523	0.02181913774973711	0.018664563617245004	0.019015071854188586	0.171875	0.01233183856502242	0.02301255230125523	0.02181913774973711	0.018664563617245004	0.019015071854188586	0.5862068965517241	0.03811659192825112	0.07157894736842105	0.07965299684542591	0.06327686509074523	0.06441840668970011	0.5862068965517241	0.03811659192825112	0.07157894736842105	0.07965299684542591	0.06327686509074523	0.06441840668970011	0.5862068965517241	0.03811659192825112	0.07157894736842105	0.07965299684542591	0.06327686509074523	0.06441840668970011
KB_UMass_IESL2	0.2256586483390607	0.22085201793721973	0.22322946175637395	0.2290067153448001	0.23728187198566675	0.20774504413817876	0.21878579610538373	0.2141255605381166	0.21643059490084987	0.21765024846782852	0.23069732439165552	0.19996544821607032	0.027491408934707903	0.02745995423340961	0.027475672581568404	0.019917160352040924	0.02006902140971541	0.014510516672405637	0.22415795586527293	0.2163677130044843	0.2201939532230462	0.2303694220661323	0.2302474106530982	0.20436774848287775	0.22415795586527293	0.2163677130044843	0.2201939532230462	0.2303694220661323	0.2302474106530982	0.20436774848287775	0.1951219512195122	0.19156214367160776	0.19332566168009205	0.20069948292683762	0.2004564899222091	0.17773545842439675
KB_UMass_IESL3	0.2542087542087542	0.16928251121076232	0.2032301480484522	0.2161081762225295	0.21333023394514394	0.19113423018634682	0.2542087542087542	0.16928251121076232	0.2032301480484522	0.2161081762225295	0.21333023394514394	0.19113423018634682	0.03198653198653199	0.021739130434782608	0.025885558583106268	0.021944347713275154	0.021323418957488356	0.01841300054750652	0.2542955326460481	0.16591928251121077	0.20081411126187246	0.2250658946439704	0.20853965123658014	0.1931187368134176	0.2542955326460481	0.16591928251121077	0.20081411126187246	0.2250658946439704	0.20853965123658014	0.1931187368134176	0.21649484536082475	0.14367160775370583	0.17272104180945855	0.19733887519770807	0.17908655312440788	0.1670727012976522
LDC	0.8703170028818443	0.33856502242152464	0.4874899112187247	0.871451104100946	0.6357565406474734	0.6829643836471584	0.12094395280235988	0.04898446833930705	0.06972789115646259	0.12405609492988127	0.09217373780480581	0.0993863741436557	0.12094395280235988	0.04898446833930705	0.06972789115646259	0.12405609492988127	0.09217373780480581	0.0993863741436557	0.8472622478386167	0.3295964125560538	0.4745762711864407	0.8509463722397476	0.6253696574391268	0.6718677052281571	0.5988200589970502	0.24166666666666667	0.3443596268023749	0.5968176914778858	0.42757075367914255	0.4617346407637668	0.5988200589970502	0.24166666666666667	0.3443596268023749	0.5968176914778858	0.42757075367914255	0.4617346407637668
SF_UMass_IESL2	0.18859649122807018	0.24103139013452915	0.21161417322834644	0.22058782499942278	0.28103758843826326	0.21488449412007965	0.17894736842105263	0.22895622895622897	0.20088626292466766	0.20762052177035445	0.26286469362313436	0.20155057048799802	0.02982456140350877	0.038901601830663615	0.033763654419066536	0.03622848153333306	0.049563937868011367	0.03604315855893141	0.21923474663908996	0.23766816143497757	0.2280796126949973	0.2570447923013091	0.2833023429204981	0.23953590836805436	0.21820062047569805	0.2365470852017937	0.2270037654653039	0.256847631418028	0.28172505585425184	0.23918540013111098	0.1954498448810755	0.21550741163055873	0.20498915401301518	0.23550063660888818	0.26358497691065236	0.22144324137542665
SF_UMass_IESL5	0.3093145869947276	0.19730941704035873	0.2409308692676249	0.22858954461756467	0.23338308164940877	0.20547016180021038	0.30404217926186294	0.19394618834080718	0.23682409308692678	0.221754633997165	0.22602240867359366	0.19845999706133888	0.04569420035149385	0.029748283752860413	0.03603603603603604	0.029058498459129358	0.0375587243643752	0.029500624679071837	0.360082304526749	0.1961883408071749	0.2539912917271408	0.26504088167662126	0.23399323107195377	0.2266307224302042	0.360082304526749	0.1961883408071749	0.2539912917271408	0.26504088167662126	0.23399323107195377	0.2266307224302042	0.3168724279835391	0.17559863169897377	0.2259721203228173	0.23847050147848034	0.21255837470108496	0.20563440878872177
SF_BUPT_PRIS4	0.15372168284789645	0.10650224215246637	0.12582781456953643	0.11215262130088624	0.151147950325185	0.1131899609503577	0.15372168284789645	0.10650224215246637	0.12582781456953643	0.11215262130088624	0.151147950325185	0.1131899609503577	0.0016181229773462784	0.0011494252873563218	0.0013440860215053765	0.0006309148264984225	0.003154574132492111	0.0010515247108307051	0.17218543046357615	0.11659192825112108	0.13903743315508021	0.1265059336037254	0.16981251394243	0.12771927430329807	0.17218543046357615	0.11659192825112108	0.13903743315508021	0.1265059336037254	0.16981251394243	0.12771927430329807	0.13410596026490065	0.09310344827586207	0.10990502035278155	0.10034550097641581	0.1482025959700389	0.10728985316107235
KB_hltcoe3	0.4750542299349241	0.24551569506726456	0.3237250554323725	0.2778981477905209	0.25761339299022046	0.2492446652505747	0.47288503253796094	0.24439461883408073	0.3222468588322247	0.2747435736580289	0.2544588188577284	0.24609009111808255	0.12364425162689804	0.06469920544835414	0.08494783904619971	0.06699311215455202	0.0643168283141034	0.05978440208417156	0.4966292134831461	0.24775784753363228	0.3305908750934929	0.29068543773498323	0.26594015429411116	0.2588785893035071	0.4966292134831461	0.24775784753363228	0.3305908750934929	0.29068543773498323	0.26594015429411116	0.2588785893035071	0.449438202247191	0.22701475595913734	0.30165912518853694	0.2687129894496752	0.24582953194402143	0.2385370436091284
SF_BUPT_PRIS3	0.2768115942028985	0.2141255605381166	0.24146649810366624	0.23465604672229273	0.28751587438398296	0.23052832060554396	0.27391304347826084	0.21188340807174888	0.23893805309734514	0.2283468984573084	0.2827840131852447	0.22527069705139047	0.013043478260869565	0.010344827586206896	0.011538461538461537	0.0078113264233138	0.01301117389445466	0.008495406574827617	0.28699551569506726	0.21524663677130046	0.24599615631005767	0.24491785816706968	0.2970959646775882	0.24107066424005602	0.28550074738415543	0.2141255605381166	0.2447149263292761	0.24176328403457756	0.29394139054509594	0.237916090107564	0.24663677130044842	0.1896551724137931	0.21442495126705652	0.19872587979843515	0.26221277040953556	0.20204605407979934
SF_ZJU_DCD_SF1	0.12641083521444696	0.06278026905829596	0.08389513108614231	0.08810900806168942	0.08724557571581477	0.06966992008772338	0.04966139954853273	0.02480270574971815	0.0330827067669173	0.038275499474237626	0.046139402133093	0.034988232937759774	0.01805869074492099	0.00903954802259887	0.012048192771084336	0.008885383806519449	0.018401682439537333	0.01015472435030794	0.12984054669703873	0.06390134529147982	0.08564988730277988	0.0918844824996244	0.09500057045819123	0.07490481476023374	0.11845102505694761	0.05849268841394826	0.0783132530120482	0.0802125582094036	0.08855998160435315	0.06720904050294525	0.11617312072892938	0.05749718151071026	0.07692307692307691	0.07705798407691149	0.08698269453810709	0.06510599108128384
KB_ICTCAS_OKN4	0.6666666666666666	0.004484304932735426	0.008908685968819599	0.01104100946372241	0.005708277001652395	0.006046267087276555	0.6666666666666666	0.004484304932735426	0.008908685968819599	0.01104100946372241	0.005708277001652395	0.006046267087276555	0.16666666666666666	0.0011210762331838565	0.0022271714922048997	0.0031545741324921117	0.0010515247108307054	0.0015772870662460559	0.6666666666666666	0.004484304932735426	0.008908685968819599	0.01104100946372241	0.005708277001652395	0.006046267087276555	0.6666666666666666	0.004484304932735426	0.008908685968819599	0.01104100946372241	0.005708277001652395	0.006046267087276555	0.6666666666666666	0.004484304932735426	0.008908685968819599	0.01104100946372241	0.005708277001652395	0.006046267087276555
SF_CMUML3	0.5	0.007847533632286996	0.01545253863134658	0.018927444794952692	0.011153672825597117	0.012092534174553108	0.42857142857142855	0.006726457399103139	0.013245033112582781	0.015772870662460574	0.01070301937809824	0.011303890641430073	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.007847533632286996	0.015521064301552107	0.022082018927444786	0.011153672825597117	0.013354363827549943	0.7	0.007847533632286996	0.015521064301552107	0.022082018927444786	0.011153672825597117	0.013354363827549943	0.6	0.006734006734006734	0.013318534961154274	0.018927444794952678	0.009576385759351057	0.011251314405888533
KB_hltcoe4	0.4691848906560636	0.2645739910313901	0.33835125448028674	0.2639323348109486	0.2511491324813542	0.24028654404656535	0.46520874751491054	0.2623318385650224	0.33548387096774196	0.2617241329182043	0.2496469543230243	0.238498952038153	0.11530815109343936	0.06583427922814983	0.0838150289017341	0.06988688381245134	0.06918460087002379	0.06450622704935197	0.4936440677966102	0.26121076233183854	0.34164222873900285	0.27077824015034563	0.2538316802638739	0.24578223965049736	0.4936440677966102	0.26121076233183854	0.34164222873900285	0.27077824015034563	0.2538316802638739	0.24578223965049736	0.423728813559322	0.22701475595913734	0.2956393200295639	0.2448905966843412	0.23115295654074278	0.22255726876990103
SF_UGENT_IBCN1	0.345985401459854	0.265695067264574	0.300570703868104	0.3457668274869004	0.32779561753238634	0.3085896821847199	0.345985401459854	0.265695067264574	0.300570703868104	0.3457668274869004	0.32779561753238634	0.3085896821847199	0.14890510948905109	0.11670480549199085	0.13085311096856958	0.17398181310268304	0.1678868842306177	0.15586048432304445	0.3493975903614458	0.2600896860986547	0.29820051413881743	0.354218292637685	0.32867146709488815	0.3142049906228349	0.3493975903614458	0.2600896860986547	0.29820051413881743	0.354218292637685	0.32867146709488815	0.3142049906228349	0.3253012048192771	0.2460136674259681	0.2801556420233463	0.33332846291089707	0.31539177470094204	0.29852271937311536
SF_BUPT_PRIS2	0.15372168284789645	0.10650224215246637	0.12582781456953643	0.11215262130088624	0.151147950325185	0.1131899609503577	0.15372168284789645	0.10650224215246637	0.12582781456953643	0.11215262130088624	0.151147950325185	0.1131899609503577	0.0016181229773462784	0.0011494252873563218	0.0013440860215053765	0.0006309148264984225	0.003154574132492111	0.0010515247108307051	0.17218543046357615	0.11659192825112108	0.13903743315508021	0.1265059336037254	0.16981251394243	0.12771927430329807	0.17218543046357615	0.11659192825112108	0.13903743315508021	0.1265059336037254	0.16981251394243	0.12771927430329807	0.13410596026490065	0.09310344827586207	0.10990502035278155	0.10034550097641581	0.1482025959700389	0.10728985316107235
KB_SAFT_ISI1	0.3973509933774834	0.06726457399103139	0.11505273250239692	0.0952802717786945	0.0888545023356677	0.08248570629330285	0.10596026490066225	0.017957351290684626	0.03071017274472169	0.02733694626439106	0.01937216859182657	0.02001210578868771	0.10596026490066225	0.017957351290684626	0.03071017274472169	0.02733694626439106	0.01937216859182657	0.02001210578868771	0.472	0.06614349775784753	0.11602753195673549	0.10257999098693098	0.08806585880254461	0.08553116179299144	0.456	0.06397306397306397	0.11220472440944881	0.10060838215412342	0.08716099411717194	0.08429603752947604	0.456	0.06397306397306397	0.11220472440944881	0.10060838215412342	0.08716099411717194	0.08429603752947604
SF_ZJU_DCD_SF2	0.13709677419354838	0.05717488789237668	0.08069620253164556	0.11156677181913778	0.0846580766092735	0.08295956409521071	0.06182795698924731	0.025842696629213482	0.03645007923930269	0.05336487907465827	0.046139402133093	0.043948725652195694	0.021505376344086023	0.00903954802259887	0.012728719172633254	0.020767613038906427	0.015247108307045227	0.016734264683791508	0.15027322404371585	0.061659192825112105	0.08744038155802861	0.11787592008412191	0.0972763731392419	0.09137176178185638	0.1366120218579235	0.056179775280898875	0.07961783439490445	0.10657202944269197	0.09413880896530742	0.08697811827149371	0.13387978142076504	0.0552423900789177	0.0782122905027933	0.10341745531019986	0.09256152189906137	0.0848750688498323
KB_BBN5	0.4917293233082707	0.3665919282511211	0.42003853564547206	0.3750939996137574	0.3524138895385514	0.3348265617187369	0.43609022556390975	0.3254769921436588	0.37275064267352187	0.3292209380819707	0.31124204296797586	0.29433304642325836	0.12481203007518797	0.09845788849347568	0.11007957559681698	0.11812300576911239	0.1152481929216945	0.11009184518948402	0.48484848484848486	0.35874439461883406	0.41237113402061853	0.371851827632585	0.3465434104320825	0.33086046689646154	0.4772727272727273	0.35353535353535354	0.40618955512572535	0.3660684417230159	0.34113642257241283	0.32569297403180786	0.4121212121212121	0.3215130023640662	0.3612217795484728	0.33401693819674916	0.31959302183833654	0.30196157354828707
KB_hltcoe5	0.47326732673267324	0.2679372197309417	0.3421617752326413	0.2709475818795366	0.2589718390422307	0.2479515260512639	0.4693069306930693	0.265695067264574	0.33929849677881174	0.26996615881609465	0.258070532147233	0.24703144192928736	0.11683168316831684	0.06696935300794551	0.08513708513708514	0.07363189697418525	0.07233917500251591	0.06784756080449161	0.4957983193277311	0.2645739910313901	0.34502923976608185	0.2766883057508485	0.26112862446933555	0.2522424245707062	0.4957983193277311	0.2645739910313901	0.34502923976608185	0.2766883057508485	0.26112862446933555	0.2522424245707062	0.4264705882352941	0.2304199772985244	0.2991893883566691	0.2508038820321085	0.23844990074620417	0.22901720350527005
SF_UWashington1	0.4684014869888476	0.1412556053811659	0.21705426356589147	0.1772121996249402	0.15173891066492712	0.15179149660518254	0.4684014869888476	0.1412556053811659	0.21705426356589147	0.1772121996249402	0.15173891066492712	0.15179149660518254	0.1412639405204461	0.04293785310734463	0.0658578856152513	0.06500675980171243	0.05995893564899873	0.0577175350594635	0.4844961240310077	0.14013452914798205	0.21739130434782605	0.1839986528853935	0.15095124378014216	0.15507674332737634	0.4844961240310077	0.14013452914798205	0.21739130434782605	0.1839986528853935	0.15095124378014216	0.15507674332737634	0.4186046511627907	0.12203389830508475	0.1889763779527559	0.1673462811399111	0.1371394078540581	0.14032887953267364
