system	micro-p	micro-r	micro-f1	macro-p	macro-r	macro-f1	micro-p-loo	micro-r-loo	micro-f1-loo	macro-p-loo	macro-r-loo	macro-f1-loo	micro-p-lto	micro-r-lto	micro-f1-lto	macro-p-lto	macro-r-lto	macro-f1-lto
KB_UMass_IESL4	0.2667398463227223	0.1875	0.22020842772995017	0.18044895623471907	0.18403054318714868	0.16268762121209385	0.2667398463227223	0.1875	0.22020842772995017	0.18044895623471907	0.18403054318714868	0.16268762121209385	0.723404255319149	0.02675059008654603	0.05159332321699545	0.05535390199637026	0.017060042196158358	0.02292125599748104
KB_hltcoe1	0.4992412746585736	0.25385802469135804	0.33657289002557544	0.2361981165432926	0.22312972789472346	0.21277652014548568	0.5117370892018779	0.2523148148148148	0.33798449612403103	0.23814140632564193	0.22270700414469427	0.21367217719848772	0.7024793388429752	0.06619937694704049	0.12099644128113878	0.1035864978902954	0.053918087792815546	0.0640952701630982
SF_UMass_IESL2	0.16757344940152338	0.23765432098765432	0.19655392469687302	0.17919480485470327	0.23157199034842235	0.17506813541021424	0.2812803103782735	0.22393822393822393	0.24935511607910574	0.2056995532846927	0.21534727067792464	0.1866932860639393	0.6527777777777778	0.03697875688434304	0.06999255398361877	0.07289776164549301	0.037553668483598285	0.04201843729974401
KB_NYU3	0.5480984340044742	0.18904320987654322	0.28112449799196787	0.20213975885712926	0.17220359293487017	0.17122041748873043	0.5475113122171946	0.1867283950617284	0.27848101265822783	0.19779979502349465	0.16677863814282692	0.16645303297451053	0.7419354838709677	0.01795472287275566	0.035060975609756094	0.03526220614828207	0.01751563686464229	0.020347795664251347
SF_MSIIPL_THU5	0.08097165991902834	0.015432098765432098	0.025923525599481526	0.025843881856540067	0.023388365703013062	0.02131662791698958	0.009708737864077669	0.0007722007722007722	0.0014306151645207437	0.0009057971014492752	0.0006038647342995185	0.0007246376811594204	0.0	0.0	0.0	0.0	0.0	0.0
SF_CMUML2	0.48	0.009259259259259259	0.018168054504163512	0.016877637130801676	0.007884972170686457	0.009264043170010615	0.5454545454545454	0.009259259259259259	0.018209408194233685	0.017179023508137443	0.007884972170686457	0.009283914799285512	1.0	0.00231839258114374	0.004626060138781804	0.003616636528028932	0.0011194351158184794	0.0017078561382358837
SF_BUPT_PRIS3	0.27414903403863844	0.22993827160493827	0.25010490977759126	0.2151616265992395	0.2537992522071062	0.2052570099310478	0.2746741154562384	0.22762345679012347	0.2489451476793249	0.21064083093920347	0.25018261567907757	0.201640373403019	0.631578947368421	0.009538950715421303	0.01879404855129209	0.021778584392014518	0.011569041968316022	0.013114683259873836
SF_UWashington2	0.6299212598425197	0.06172839506172839	0.11243851018973997	0.09885473176612415	0.06409748771598568	0.06784111252704517	0.6299212598425197	0.06172839506172839	0.11243851018973997	0.09885473176612415	0.06409748771598568	0.06784111252704517	0.6714285714285714	0.03669008587041374	0.06957809030347889	0.05696202531645567	0.03827685274339885	0.03915982550702257
KB_ICTCAS_OKN2	1.0	0.0030864197530864196	0.006153846153846154	0.007233273056057864	0.002970808576595198	0.003681219323172309	1.0	0.0023148148148148147	0.0046189376443418004	0.005424954792043403	0.0027124773960217007	0.0032291397571686904	0.0	0.0	0.0	0.0	0.0	0.0
KB_UMass_IESL3	0.25222222222222224	0.17515432098765432	0.20673952641165755	0.18002510851742318	0.17908659399258792	0.1591491369143662	0.25222222222222224	0.17515432098765432	0.20673952641165755	0.18002510851742318	0.17908659399258792	0.1591491369143662	0.6666666666666666	0.022029897718332022	0.042650418888042656	0.04446460980036298	0.01775638154948499	0.022681024359790223
KB_ICTCAS_OKN3	0.45454545454545453	0.019290123456790122	0.037009622501850484	0.033981314044605186	0.020793120106742932	0.02075878712406741	0.5	0.010802469135802469	0.021148036253776432	0.021398432790837866	0.010927408938258845	0.012742682272519526	1.0	0.0007716049382716049	0.0015420200462606013	0.001808318264014466	0.0006027727546714905	0.000904159132007233
SF_CIS1	0.5	0.13271604938271606	0.2097560975609756	0.1986220681066973	0.16484570853758898	0.1617658311148368	0.5	0.13271604938271606	0.2097560975609756	0.1986220681066973	0.16484570853758898	0.1617658311148368	0.7333333333333333	0.017842660178426603	0.03483768804433888	0.033212560386473425	0.017089371980676313	0.01958760156700663
SF_Stanford2	0.5928411633109619	0.2044753086419753	0.30407343660355707	0.24532779356468307	0.20339085262091758	0.20149038497474953	0.5918367346938775	0.2013888888888889	0.3005181347150259	0.24065630471597915	0.19780150525941842	0.1964615379929187	0.678714859437751	0.13307086614173227	0.22251481237656354	0.19081694271911676	0.12997986427599248	0.14129873253361339
KB_SAFT_ISI1	0.41743119266055045	0.07021604938271606	0.12021136063408193	0.0902721750823017	0.07990886892067615	0.07763776343705482	0.9166666666666666	0.025502318392581144	0.049624060150375945	0.045509342977697397	0.027872883754676846	0.03107392908477897	0.9166666666666666	0.025502318392581144	0.049624060150375945	0.045509342977697397	0.027872883754676846	0.03107392908477897
SF_UMass_IESL1	0.2855691056910569	0.21682098765432098	0.24649122807017546	0.2007975798091211	0.20806710316147997	0.18168158248164037	0.29153605015673983	0.2152777777777778	0.24766977363515316	0.2058143674886572	0.20710266675400565	0.1839974468813256	0.6949152542372882	0.03225806451612903	0.06165413533834587	0.06533575317604359	0.03261298001296421	0.036723590988563766
KB_ICTCAS_OKN4	0.7142857142857143	0.0038580246913580245	0.007674597083653108	0.008137432188065096	0.0035735813312666857	0.0039826057005080484	0.7142857142857143	0.0038580246913580245	0.007674597083653108	0.008137432188065096	0.0035735813312666857	0.0039826057005080484	1.0	0.0007716049382716049	0.0015420200462606013	0.001808318264014466	0.0006027727546714905	0.000904159132007233
SF_MSIIPL_THU4	0.04119850187265917	0.008487654320987654	0.014075495841330771	0.011452682338758282	0.009330061138379402	0.009274089382588483	0.009708737864077669	0.0007716049382716049	0.001429592566118656	0.000904159132007233	0.0006027727546714905	0.0007233273056057867	0.0	0.0	0.0	0.0	0.0	0.0
SF_BUPT_PRIS2	0.15175879396984926	0.11651234567901235	0.13182016586643386	0.11162490312580728	0.13605178494590467	0.10716971966788497	0.15175879396984926	0.11651234567901235	0.13182016586643386	0.11162490312580728	0.13605178494590467	0.10716971966788497	0.3333333333333333	0.001589825119236884	0.003164556962025317	0.003629764065335753	0.002117362371445856	0.0023334197562872717
KB_hltcoe4	0.4714285714285714	0.2800925925925926	0.3514036786060019	0.2449290914363619	0.23618381356912818	0.22448504072240216	0.4800531914893617	0.2785493827160494	0.35253906250000006	0.24732702189380254	0.23532270963388308	0.22538969897772246	0.712	0.06931464174454828	0.1263307310149042	0.11549125979505723	0.0609237740609662	0.07042280728576332
KB_NYU5	0.5254582484725051	0.19907407407407407	0.2887520984890879	0.20778540415015254	0.18115555116350093	0.1765263486027151	0.5254582484725051	0.19907407407407407	0.2887520984890879	0.20778540415015254	0.18115555116350093	0.1765263486027151	0.7647058823529411	0.02029664324746292	0.03954372623574145	0.04068716094032552	0.021584352958674835	0.024687759497886055
SF_UTAustin1	0.5421412300683371	0.18364197530864199	0.2743515850144092	0.21931384368093254	0.16935859838221112	0.17519672445757517	0.5421412300683371	0.18364197530864199	0.2743515850144092	0.21931384368093254	0.16935859838221112	0.17519672445757517	0.5421412300683371	0.18364197530864199	0.2743515850144092	0.21931384368093254	0.16935859838221112	0.17519672445757517
SF_StaRAI20151	0.07603305785123966	0.035493827160493825	0.0483955812730142	0.02988359945708574	0.05021312322397311	0.03054566987238601	0.07363013698630137	0.033179012345679014	0.04574468085106383	0.024760031042378117	0.044788168431929745	0.025422101457678342	1.0	0.0015625	0.0031201248049922002	0.0036563071297989044	0.0036563071297989044	0.0036563071297989044
