run_id	p	r	f1	n_samples	delta_p	delta_r	delta_f1	p_lrange	r_lrange	f1_lrange	p_rrange	r_rrange	f1_rrange
KB_BBN1	0.4966378482228639	0.3989197530864196	0.442447582370561	5000.0	-0.000435593638196	-0.00181550413882	-0.000466138931357	0.0301475878169	0.0558345774227	0.0382939454016	0.0282501888301	0.0548580060512	0.0406788107822
KB_BBN2	0.5340909090909126	0.3626543209876543	0.4319852941176482	5000.0	-0.0012513960856	-0.00220038315087	-0.0011846269428	0.0309549926103	0.0490001160354	0.0405244257525	0.0319727618052	0.0486116717068	0.0403001612454
KB_BBN3	0.4572687224669712	0.40046296296296324	0.4269847799259613	5000.0	-0.00041204502559	-0.00178027030648	-0.000387881344014	0.0283579208347	0.0524467061477	0.0344401140676	0.0266041835676	0.0541137696606	0.0378114902784
KB_BBN4	0.35200974421436865	0.44598765432098697	0.39346494213750566	5000.0	0.000925418375002	-0.000295066926195	0.00120005254744	0.0283601573645	0.0592984157453	0.0352233640134	0.0276570856852	0.0537526208217	0.0334393522969
KB_BBN5	0.4920792079207936	0.38348765432098797	0.4310494362532532	5000.0	-9.90744936952e-05	-0.00159587995091	-0.000255377718371	0.0356287546351	0.0548200701667	0.0424613170755	0.0312419692693	0.0525366523657	0.0397763285995
KB_ICTCAS_OKN1	0.33333333333333365	0.010802469135802507	0.020926756352765395	5000.0	0.00176520501525	-0.000222102212698	-0.000406017184928	0.0455331068141	0.00218779472085	0.00412987135766	0.0431793509445	0.00245811781739	0.00466261351897
KB_ICTCAS_OKN2	1.0000000000000004	0.0030864197530864365	0.006153846153846187	5000.0	-0.00044474849871	-0.000105098240238	-0.000208680107901	0.0257610884955	0.000483570221626	0.000961392889401	0.0262910110563	0.000573305628656	0.0011393509264
KB_ICTCAS_OKN3	0.4716981132075495	0.019290123456790247	0.03706449221645687	5000.0	0.00213790607083	-1.16943031396e-05	-1.60261506491e-06	0.0597694276181	0.00343490713832	0.00644636398579	0.0552601509934	0.00424772539952	0.00787506495066
KB_ICTCAS_OKN4	0.7142857142857159	0.00385802469135804	0.00767459708365314	5000.0	-0.00021503117845	-8.97316094576e-05	-0.000177096747353	0.0549984804735	0.000652477197683	0.00129128396755	0.0526040027028	0.000772013029083	0.00152918703605
KB_NYU1	0.4561688311688323	0.21682098765432073	0.2939330543933054	5000.0	-0.00110418319667	-0.00157695868588	-0.00106058783251	0.0300551361086	0.0407372311724	0.0395793487118	0.0317475002749	0.0384864042455	0.0360805122011
KB_NYU2	0.5784753363228655	0.19907407407407413	0.29621125143513155	5000.0	-0.000906771659473	-0.00134753279332	-0.0010677358581	0.0325708148073	0.0347171481967	0.0414863330718	0.0308693220689	0.0330624046393	0.0379937218067
KB_NYU3	0.6064356435643564	0.1890432098765435	0.2882352941176474	5000.0	-0.00069827265503	-0.00120817075269	-0.000980649594603	0.035442274966	0.0319337910182	0.0395127390398	0.0327016990894	0.0302178869315	0.0367349420104
KB_NYU4	0.45395799676899085	0.21682098765432073	0.2934725848563984	5000.0	-0.00110127545466	-0.00157731835393	-0.00105721679011	0.029870502335	0.0407170763882	0.0394580117399	0.0315520963197	0.0384931866612	0.036004591166
KB_NYU5	0.577181208053692	0.19907407407407413	0.29604130808950097	5000.0	-0.000910612361649	-0.00134894761543	-0.00106820318639	0.0324996986005	0.0347079803268	0.041431746246	0.0307252325377	0.0330258533845	0.0378425793189
KB_SAFT_ISI1	0.5055555555555535	0.07021604938271661	0.12330623306233142	5000.0	2.51054658357e-05	-5.82226837581e-05	1.24942722737e-05	0.0697144556388	0.0130212567935	0.0214201613005	0.0618213928537	0.011895578026	0.0186685290661
KB_Stanford1	0.6234096692112128	0.18904320987654333	0.29011249259917304	5000.0	-0.000690335261258	-0.00169657966768	-0.00158432023412	0.0400143579792	0.0316564539093	0.0383985668839	0.038753506564	0.0294435498781	0.0346425227616
KB_Stanford2	0.3691550451189485	0.3472222222222213	0.35785288270377613	5000.0	0.00127674319219	-0.00145116376002	0.000699769434835	0.0320693736441	0.0521309196088	0.0341090820582	0.0331271910868	0.0539935341346	0.036953771369
KB_UMass_IESL1	0.28284854563690826	0.21759259259259195	0.24596598342782247	5000.0	-0.0010760078243	-0.00226708343213	-0.00128283539997	0.0320940305947	0.0373757402497	0.0308204764906	0.0321433270054	0.043216735749	0.0341289818406
KB_UMass_IESL2	0.22483468038206955	0.23611111111111024	0.23033496424538782	5000.0	-0.000910611672167	-0.0022719068353	-0.0010124221982	0.02610861358	0.039220176981	0.0311095143008	0.0272534726042	0.0415395547712	0.0313040570813
KB_UMass_IESL3	0.26303592120509844	0.17515432098765438	0.2102825382121353	5000.0	-0.00115823118781	-0.00195446848718	-0.00129930197111	0.0301685993014	0.0320677826964	0.0304870041789	0.0306939471236	0.0355654212231	0.0316972554167
KB_UMass_IESL4	0.27835051546391953	0.1874999999999998	0.22406639004149428	5000.0	-0.00144250171638	-0.0022046502749	-0.00152992629322	0.0330820366164	0.0346721394486	0.0307860902569	0.0323480390452	0.0364286352689	0.0315649608969
KB_hltcoe1	0.53846153846154	0.2538580246913574	0.34504457262716276	5000.0	-0.000655942198942	-0.00288677097761	-0.00209326564005	0.0299874021851	0.0431182348785	0.0432872219274	0.0322478345689	0.0401742012376	0.0372738279228
KB_hltcoe2	0.5000000000000077	0.27469135802469113	0.35458167330677465	5000.0	-0.000492346340353	-0.0029487377689	-0.00181645201076	0.024561472491	0.0449557942493	0.0405006822366	0.0277735275406	0.0407544735795	0.033971715662
