run_id	p	r	f1	n_samples	delta_p	delta_r	delta_f1	p_lrange	r_lrange	f1_lrange	p_rrange	r_rrange	f1_rrange
KB_hltcoe3	0.536163522012573	0.26311728395061607	0.35300207039337245	5000.0	-0.00174918773128	0.00509826923679	0.00686900526941	0.0729771052569	0.0638268659785	0.0654874088345	0.0672693630853	0.0775588715126	0.0674552466417
KB_hltcoe4	0.5013812154696224	0.2800925925925914	0.3594059405940608	5000.0	0.00223153356928	0.00603249714159	0.00849731407667	0.0694202139251	0.0702919237543	0.0585946427862	0.0645266283184	0.0797271355129	0.0715194307061
KB_hltcoe5	0.5006839945280457	0.28240740740740594	0.36112481499753263	5000.0	0.00225634037987	0.00567287863148	0.00828877489244	0.0741555611249	0.0731238729736	0.0642091323511	0.0730009172804	0.0783352208918	0.0648510400556
SF_BUPT_PRIS1	0.283809523809529	0.22993827160493746	0.2540494458653042	5000.0	-0.00135938349944	0.000551079386034	0.00339640781581	0.0636936505396	0.0673624556372	0.0467975753483	0.0618036007025	0.0762191089057	0.0519643288609
SF_BUPT_PRIS2	0.15696465696465903	0.11651234567901252	0.13374667847652877	5000.0	0.00071621643831	-0.00152280323396	0.00273271164394	0.0505519475732	0.0432988333211	0.0361401639009	0.05663827051	0.0587591129578	0.0383287007044
SF_BUPT_PRIS3	0.2838095238095282	0.22993827160493746	0.2540494458653039	5000.0	-0.000729475357802	0.000551079386034	0.00337353324292	0.0696629661095	0.0673624556372	0.0501013313489	0.0614912529335	0.0762191089057	0.0491374071823
SF_BUPT_PRIS4	0.15696465696465903	0.11651234567901252	0.13374667847652877	5000.0	1.8526527776e-05	-0.00152280323396	0.00272151921526	0.0506499472308	0.0432988333211	0.0324653642981	0.0531379031766	0.0587591129578	0.0397258373769
SF_BUPT_PRIS5	0.15800415800416004	0.1172839506172841	0.13463241806908852	5000.0	0.00195667517818	-0.00183710952392	0.00287900486807	0.046913394408	0.0441206265169	0.034486032894	0.0495132418196	0.0576732017295	0.0413514750867
SF_CIS1	0.540880503144659	0.13271604938271603	0.21313506815365585	5000.0	-0.00229702016779	0.00103918444123	0.00286651778207	0.0600392847394	0.0437383251774	0.0594813746034	0.0743173007041	0.0508615172191	0.0616524584596
SF_CIS2	0.3117593436645486	0.2638888888888876	0.2858336815712525	5000.0	8.04252797076e-06	-0.00209952433485	0.00201423101224	0.0660463390481	0.0656147738675	0.0478926660034	0.0612220128499	0.0792970129069	0.0521450650728
SF_CIS3	0.30520504731861126	0.29861111111110933	0.30187207488299406	5000.0	-0.000789442903612	-0.00287656206791	0.00169649164996	0.0607130611693	0.0718510944676	0.0462847395398	0.0690284105411	0.082493470546	0.0478901978183
SF_CIS4	0.30928764652840196	0.2646604938271591	0.2852390852390836	5000.0	-0.00107915704924	-0.00291439577087	0.000861210864316	0.0636844218769	0.0667965885898	0.0478686294577	0.0597606327042	0.0822224258127	0.0500003502995
SF_CIS5	0.18298109010011485	0.2538580246913567	0.21266968325792057	5000.0	0.00234756206464	-0.00139712946696	0.00449783896185	0.0565748241384	0.0686236204616	0.0500571500413	0.0646922823418	0.0840278289465	0.0556034906487
SF_CMUML1	0.6315789473684228	0.009259259259259287	0.018250950570342258	5000.0	-0.00315118407104	3.22893300226e-05	0.000246933055383	0.0667301314395	0.00709394325276	0.0137519156318	0.0613438181404	0.0113815437008	0.0217681818195
SF_CMUML2	0.5714285714285722	0.009259259259259287	0.018223234624145837	5000.0	0.00118554608235	3.22893300226e-05	0.000273674997549	0.066257840161	0.00709394325276	0.0136988274451	0.0692712178511	0.0113815437008	0.0219018352134
SF_CMUML3	0.6428571428571422	0.006944444444444461	0.01374045801526721	5000.0	0.00384627450115	9.10900753883e-05	0.000347031593416	0.0686433915041	0.00606752170826	0.0118239106267	0.0696330558701	0.0103489675965	0.0200941830393
SF_IITD_20151	0.6025641025641005	0.03626543209876566	0.06841339155749676	5000.0	-0.001650191459	-0.000716000165569	-0.000793988165229	0.0680983519941	0.0183214215762	0.0329202190762	0.067189432685	0.0240258613559	0.0415802415086
SF_MSIIPL_THU1	0.2716981132075436	0.11111111111111166	0.1577217962760131	5000.0	0.00174179048812	0.000576788784739	0.00409411708813	0.0597522410868	0.041441514472	0.0442861571352	0.0602541628178	0.0579415144803	0.0504166469924
